a.name,e.latitude,e.longitude,e.city,e.type,e.startdate,e.venue
James M. Preston,40.7,-74,New York,group,1913,Montross Gallery
Eugene Paul Ullman,40.7,-74,New York,group,1913,Montross Gallery
George Alfred Williams,40.7,-74,New York,group,1913,Montross Gallery
Claggett Wilson,40.7,-74,New York,group,1913,Montross Gallery
Claggett Wilson,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Claggett Wilson,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
"Denys, Jr. Wortman",40.7,-74,New York,group,1913,Montross Gallery
"Denys, Jr. Wortman",40.7,-74,New York,group,1913,Association of American Painters and Sculptors
"Denys, Jr. Wortman",40.7,-74,New York,group,1913,Armory of the 69th Infantry
Fred W. Weber,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Fred W. Weber,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
H. W. Coate,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
H. W. Coate,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Gifford Reynolds Beal,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Gifford Reynolds Beal,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Albert Abenschein,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Albert Abenschein,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Howard Coluzzi,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Howard Coluzzi,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Homer Boss,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Homer Boss,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Edward Francis Rook,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Edward Francis Rook,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Fred Wagner,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Fred Wagner,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Charles Sydney Hopkinson,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Charles Sydney Hopkinson,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Hermann Dudley Murphy,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Hermann Dudley Murphy,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Henry J. Glintenkamp,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Henry J. Glintenkamp,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Howard White McLean,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Howard White McLean,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Herbert Crowley,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Herbert Crowley,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Edwin Swift Clymer,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Edwin Swift Clymer,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Bernard Karfiol,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Bernard Karfiol,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Charles Harold Davis,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Charles Harold Davis,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Hilda Ward,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Hilda Ward,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Amy Londoner,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Amy Londoner,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Gaines Ruger Donoho,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Gaines Ruger Donoho,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Phelan Gibb,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Phelan Gibb,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Julius Wentscher II,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Julius Wentscher II,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Mary Cassatt,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Mary Cassatt,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Matthijs Maris,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Matthijs Maris,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Arthur Putnam,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Arthur Putnam,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Enid Yandell,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Enid Yandell,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Solon Hannibal Borglum,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Solon Hannibal Borglum,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
C. S. Pietro,40.7,-74,New York,group,1913,Armory of the 69th Infantry
C. S. Pietro,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Theodore Robinson,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Theodore Robinson,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Walter K. Pleuthner,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Walter K. Pleuthner,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Lily Everett,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Lily Everett,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Harald Giersing,40.7,-74,New York,group,1912,American Art Galleries
Harald Giersing,40.7,-74,New York,group,1912,The American Scandinavian Society
Harald Giersing,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Knud Kyhn,40.7,-74,New York,group,1912,American Art Galleries
Knud Kyhn,40.7,-74,New York,group,1912,The American Scandinavian Society
Knud Kyhn,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Leon Wolf,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Leon Wolf,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Florence Howell Barkley,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Florence Howell Barkley,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Morgan Stinemetz,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Morgan Stinemetz,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Edmund M. Ashe,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Edmund M. Ashe,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Mrs. Thomas Hunt,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Mrs. Thomas Hunt,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Nathaniel Dolinsky,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Nathaniel Dolinsky,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Charles R. Harley,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Charles R. Harley,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Maurice Becker,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Maurice Becker,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Glenn O. Coleman,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Glenn O. Coleman,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Sigurd Swane,40.7,-74,New York,group,1912,American Art Galleries
Sigurd Swane,40.7,-74,New York,group,1912,The American Scandinavian Society
Sigurd Swane,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Alexander Warshawsky,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Alexander Warshawsky,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Hans Kleinert,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Hans Kleinert,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Amos W. Engle,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Amos W. Engle,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Frances Simpson Stevens,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Frances Simpson Stevens,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
C. C. Mase,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
C. C. Mase,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Marguerite Thompson Zorach,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Marguerite Thompson Zorach,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Rasmussen Bertrand,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Rasmussen Bertrand,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Arthur Crisp,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Arthur Crisp,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Randall Davey,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Randall Davey,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Lawrence Tyler Dresser,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Lawrence Tyler Dresser,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Oscar Bluemner,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Oscar Bluemner,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Edith Haworth,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Edith Haworth,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Josephine Paddock,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Josephine Paddock,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Florence Dreyfous,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Florence Dreyfous,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Bessie Marsh Brewer,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Bessie Marsh Brewer,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Margaret Wendell Huntington,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Margaret Wendell Huntington,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Bernhard Gutmann,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Bernhard Gutmann,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Bolton Coit Brown,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Bolton Coit Brown,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Samuel Wood Gaylor,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Samuel Wood Gaylor,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Alfred Vance Churchill,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Alfred Vance Churchill,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Dodge MacKnight,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Dodge MacKnight,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Philip Leslie Hale,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Philip Leslie Hale,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Henry Brevoort Eddy,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Henry Brevoort Eddy,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
August F. Lundberg,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
August F. Lundberg,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Rudolph Dirks,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Rudolph Dirks,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Helen J. Niles,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Helen J. Niles,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Francis McComas,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Francis McComas,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Thomas. E. Powers,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Thomas. E. Powers,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Carl Gordon Cutler,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Carl Gordon Cutler,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Ludvig Karsten,40.7,-74,New York,group,1912,American Art Galleries
Ludvig Karsten,40.7,-74,New York,group,1912,The American Scandinavian Society
Ludvig Karsten,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Vilhelm Hammershøi,40.7,-74,New York,group,1912,American Art Galleries
Vilhelm Hammershøi,40.7,-74,New York,group,1912,The American Scandinavian Society
Vilhelm Hammershøi,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Thorolf Holmboe,40.7,-74,New York,group,1912,American Art Galleries
Thorolf Holmboe,40.7,-74,New York,group,1912,The American Scandinavian Society
Thorolf Holmboe,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Christian Skredsvig,40.7,-74,New York,group,1912,American Art Galleries
Christian Skredsvig,40.7,-74,New York,group,1912,The American Scandinavian Society
Christian Skredsvig,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Eilif Peterssen,40.7,-74,New York,group,1912,American Art Galleries
Eilif Peterssen,40.7,-74,New York,group,1912,The American Scandinavian Society
Eilif Peterssen,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Athos Casarini,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Athos Casarini,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Fannie Miller Brown,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Fannie Miller Brown,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Jean Eells,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Jean Eells,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
F. M. Warts,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
F. M. Warts,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Henry Reuterdahl,40.7,-74,New York,group,1913,Armory of the 69th Infantry
Henry Reuterdahl,40.7,-74,New York,group,1913,Association of American Painters and Sculptors
Fritz Syberg,40.7,-74,New York,group,1912,American Art Galleries
Fritz Syberg,40.7,-74,New York,group,1912,The American Scandinavian Society
Fritz Syberg,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Julius Paulsen,40.7,-74,New York,group,1912,American Art Galleries
Julius Paulsen,40.7,-74,New York,group,1912,The American Scandinavian Society
Julius Paulsen,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Johannes Larsen,40.7,-74,New York,group,1912,American Art Galleries
Johannes Larsen,40.7,-74,New York,group,1912,The American Scandinavian Society
Johannes Larsen,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Christian Krohg,40.7,-74,New York,group,1912,American Art Galleries
Christian Krohg,40.7,-74,New York,group,1912,The American Scandinavian Society
Christian Krohg,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Laurits Andersen Ring,40.7,-74,New York,group,1912,American Art Galleries
Laurits Andersen Ring,40.7,-74,New York,group,1912,The American Scandinavian Society
Laurits Andersen Ring,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Harald Oskar Sohlberg,40.7,-74,New York,group,1912,American Art Galleries
Harald Oskar Sohlberg,40.7,-74,New York,group,1912,The American Scandinavian Society
Harald Oskar Sohlberg,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Bruno Liljefors,40.7,-74,New York,group,1912,American Art Galleries
Bruno Liljefors,40.7,-74,New York,group,1912,The American Scandinavian Society
Bruno Liljefors,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Prince of Sweden Eugen,40.7,-74,New York,group,1912,American Art Galleries
Prince of Sweden Eugen,40.7,-74,New York,group,1912,The American Scandinavian Society
Prince of Sweden Eugen,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Karl Aksel Jørgensen,40.7,-74,New York,group,1912,American Art Galleries
Karl Aksel Jørgensen,40.7,-74,New York,group,1912,The American Scandinavian Society
Karl Aksel Jørgensen,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Viggo Madsen,40.7,-74,New York,group,1912,American Art Galleries
Viggo Madsen,40.7,-74,New York,group,1912,The American Scandinavian Society
Viggo Madsen,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Ejnar Nielsen,40.7,-74,New York,group,1912,American Art Galleries
Ejnar Nielsen,40.7,-74,New York,group,1912,The American Scandinavian Society
Ejnar Nielsen,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Karl Schou,40.7,-74,New York,group,1912,American Art Galleries
Karl Schou,40.7,-74,New York,group,1912,The American Scandinavian Society
Karl Schou,40.7,-74,New York,group,1912,American-Scandinavian Foundation
Edvard Weie,40.7,-74,New York,group,1912,American Art Galleries
Edvard Weie,40.7,-74,New York,group,1912,The American Scandinavian Society
Edvard Weie,40.7,-74,New York,group,1912,American-Scandinavian Foundation
